title,location,property_type,price,price_per_bedroom,bedrooms,bathrooms,price_category,added_date,updated_date,month_added,state
4 bedroom detached duplex for sale,"Chevron, Lekki Phase 1, Lekki, Lagos",Detached Duplex,450000000,112500000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"VGC, Lekki, Lagos",Detached Duplex,360000000,72000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom house for sale,"Plot12a Peach Road, Pinnock Beach Estate, Osapa, Lekki, Lagos",House,950000000,237500000,4,4,High,25/09/2025,16/02/2026,2025-09,lagos
3 bedroom house for sale,"Surulere, Surulere, Lagos",House,300000000,100000000,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom flat / apartment for sale,"Milverton Road, Ikoyi, Lagos",Flat / Apartment,1800000000,450000000,4,4,High,26/09/2025,18/02/2026,2025-09,lagos
Office space for sale,"Okotie-eboh Street, Ikoyi, Lagos",Office Space,525000000,0,0,2,High,19/12/2025,31/01/2026,2025-12,lagos
3 bedroom flat / apartment for sale,"Odudwa Crescent, Ikeja GRA, Ikeja, Lagos",Flat / Apartment,350000000,116666666.7,3,3,High,19/01/2026,19/02/2026,2026-01,lagos
3 bedroom detached bungalow for sale,"Baba Adisa, Eleko Junction Axis, Ibeju Lekki, Lagos",Detached Bungalow,48000000,16000000,3,3,Mid,15/01/2026,23/02/2026,2026-01,lagos
Land for sale,"Off Alhaji Kosoko Road, Ojodu Berger, Ojodu, Lagos",Land,120000000,0,0,0,High,13/11/2025,13/02/2026,2025-11,lagos
3 bedroom terraced duplex for sale,"Ikota Villa Estate, Lekki, Lagos",Terraced Duplex,105000000,35000000,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Awuse Estate, Opebi, Ikeja, Lagos State, Opebi, Ikeja, Lagos",Detached Duplex,450000000,90000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
6 bedroom detached duplex for sale,"Chevron Drive, Lekki, Lagos",Detached Duplex,400000000,66666666.67,6,6,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Royal Gardens Estate, Ajah, Lagos",Detached Duplex,450000000,90000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom detached bungalow for sale,"Idera Scheme, Eleko, Ibeju Lekki, Lagos",Detached Bungalow,75000000,25000000,3,4,High,19/02/2026,19/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Osapa London Gardens Estate, Osapa, Lekki, Lagos",Detached Duplex,450000000,90000000,5,5,High,21/02/2026,23/02/2026,2026-02,lagos
3 bedroom detached duplex for sale,"Ogombo, Lekki Phase 2, Lekki, Lagos",Detached Duplex,130000000,43333333.33,3,4,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Ketu, Lagos",Flat / Apartment,75000000,37500000,2,2,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Owode Off Langbasa Road Owode, Ado, Ajah, Lagos",Detached Duplex,170000000,42500000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"GRA Phase 2, Magodo, Lagos",Detached Duplex,600000000,150000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Ikate, Lekki, Lagos",Semi-detached Duplex,380000000,95000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Ikoyi, Lagos",Detached Duplex,2500000000,500000000,5,5,High,05/01/2026,23/02/2026,2026-01,lagos
3 bedroom house for sale,"Off Macpherson Street, Ikoyi, Lagos",House,60000000,20000000,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom flat / apartment for sale,"Off Royal Palm Drive, Osborne Phase Ii, Osborne, Ikoyi, Lagos",Flat / Apartment,550000000,183333333.3,3,4,High,10/01/2025,08/01/2026,2025-01,lagos
3 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos",Terraced Duplex,110000000,36666666.67,3,3,High,31/07/2025,23/02/2026,2025-07,lagos
5 bedroom detached duplex for sale,"Bella Vista Estate, Ikate, Lekki, Lagos",Detached Duplex,1000000000,200000000,5,5,High,13/11/2025,02/02/2026,2025-11,lagos
Land for sale,"Oju Olobun Street, Victoria Island (VI), Lagos",Land,3500000000,0,0,0,High,10/07/2025,16/02/2026,2025-07,lagos
1 bedroom mini flat (room and parlour) for sale,"Ayinke George Street, Seagate Estate, Ikate Elegushi, Lekki, Lagos",Mini Flat (Room and Parlour),80000000,80000000,1,1,High,13/08/2025,29/01/2026,2025-08,lagos
Commercial land for sale,"Tinubu Square, Lagos Island, Lagos",Commercial Land,2500000000,0,0,0,High,19/02/2026,19/02/2026,2026-02,lagos
4 bedroom house for sale,"Royal Gardens Estate, Ajah, Lagos",House,650000000,162500000,4,4,High,12/11/2025,04/02/2026,2025-11,lagos
3 bedroom flat / apartment for sale,"Admiralty Road, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,800000000,266666666.7,3,4,High,08/01/2026,16/02/2026,2026-01,lagos
Land for sale,"Lekki Phase 1, Lekki, Lagos",Land,2000000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Ikota, Ikota, Lekki, Lagos",Semi-detached Duplex,210000000,52500000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom terraced duplex for sale,"Lekki Scheme Ii, Lekki Peninsula, Lekki, Lagos",Terraced Duplex,130000000,43333333.33,3,3,High,24/01/2026,23/02/2026,2026-01,lagos
4 bedroom detached duplex for sale,"Alapere, Ketu, Lagos",Detached Duplex,80000000,20000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Ikeja, Lagos",Flat / Apartment,140000000,70000000,2,2,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Lekky County, Lekki, Lagos",Semi-detached Duplex,250000000,62500000,4,5,High,24/01/2026,24/01/2026,2026-01,lagos
2 bedroom flat / apartment for sale,"Gbagada, Lagos",Flat / Apartment,90000000,45000000,2,2,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Gbagada, Lagos",Detached Duplex,280000000,70000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
Residential land for sale,"Pearl Garden Estate, Sangotedo, Ajah, Lagos",Residential Land,130000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Osapa London, Lekki, Lagos",Detached Duplex,900000000,180000000,5,6,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced bungalow for sale,"Victoria Island (VI), Lagos",Terraced Bungalow,750000000,187500000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Ajah, Lagos",Detached Duplex,250000000,50000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",Terraced Duplex,280000000,70000000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos",Semi-detached Duplex,220000000,55000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Ajah, Lagos",Terraced Duplex,135000000,33750000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Secured Estate With 4mins Drive To Frsc, Ojodu Berger, Ojodu, Lagos",Detached Duplex,260000000,65000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Oasis Court 5 Apartments, Gra, Abijo, Lekki, Lagos",Flat / Apartment,45000000,22500000,2,2,Mid,03/01/2026,05/02/2026,2026-01,lagos
Mixed-use land for sale,"Orange Island, Lekki Phase 1, Lekki, Lagos",Mixed-use Land,260000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Ikota Gra, Lekki, Lagos",Detached Duplex,180000000,36000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Within A Well Secured Estate And Close Proximity To Commercial Ameniti, Ajah, Lagos",Semi-detached Duplex,150000000,37500000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Ikate, Lekki, Lagos",Flat / Apartment,205000000,102500000,2,3,High,22/02/2026,22/02/2026,2026-02,lagos
2 bedroom terraced duplex for sale,"Ajah, Lagos",Terraced Duplex,120000000,60000000,2,3,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom flat / apartment for sale,"Lekki, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,460000000,153333333.3,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
1 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Flat / Apartment,160000000,160000000,1,1,High,23/02/2026,23/02/2026,2026-02,lagos
1 bedroom mini flat (room and parlour) for sale,"Positioned In A Secured Estate Close To Ojota, Oregun, Ikeja, Lagos",Mini Flat (Room and Parlour),80000000,80000000,1,1,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",Detached Duplex,550000000,110000000,5,5,High,09/06/2024,04/02/2026,2024-06,lagos
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",Detached Duplex,600000000,100000000,6,6,High,19/11/2024,04/02/2026,2024-11,lagos
4 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",Detached Duplex,450000000,112500000,4,5,High,25/12/2024,04/02/2026,2024-12,lagos
5 bedroom detached duplex for sale,"Royal Garden Estate, Lekki, Lagos",Detached Duplex,650000000,130000000,5,5,High,10/06/2025,04/02/2026,2025-06,lagos
5 bedroom house for sale,"Old Ikoyi, Ikoyi, Lagos",House,2500000000,500000000,5,5,High,04/06/2025,20/02/2026,2025-06,lagos
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",Terraced Duplex,350000000,87500000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
Commercial land for sale,"Directly On Ikorodu Road, Palmgrove, Shomolu, Lagos",Commercial Land,1950000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom terraced duplex for sale,"Ikota Gra, Lekki, Lagos",Terraced Duplex,105000000,35000000,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos",Detached Duplex,250000000,62500000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Opebi, Ikeja, Lagos",Semi-detached Duplex,450000000,112500000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
Mixed-use land for sale,"Airport Road, Ibeju Lekki, Lagos",Mixed-use Land,1600000000,0,0,0,High,17/02/2026,23/02/2026,2026-02,lagos
Land for sale,"Eko Atlantic City, Lagos",Land,,0,0,0,,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom semi-detached duplex for sale,"Ayo Balogun Estate, Opic, Isheri North, Lagos",Semi-detached Duplex,180000000,60000000,3,3,High,20/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Detached Duplex,1300000000,260000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom semi-detached duplex for sale,"Ogba, Ikeja, Lagos",Semi-detached Duplex,550000000,110000000,5,6,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Surulere, Lagos",Terraced Duplex,250000000,62500000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Ikeja, Lagos",Terraced Duplex,390000000,97500000,4,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",Terraced Duplex,470000000,117500000,4,4,High,22/02/2026,22/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Atlantic Nominee Estate, Ajah, Lagos",Semi-detached Duplex,100000000,25000000,4,4,High,14/10/2025,27/12/2025,2025-10,lagos
2 bedroom flat / apartment for sale,"Eko Atlantic City, Lagos",Flat / Apartment,750000000,375000000,2,2,High,22/02/2026,22/02/2026,2026-02,lagos
5 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",Semi-detached Duplex,750000000,150000000,5,5,High,22/02/2026,22/02/2026,2026-02,lagos
4 bedroom detached bungalow for sale,"Sangotedo, Ajah, Lagos",Detached Bungalow,60000000,15000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
Block of flats for sale,"Ogba, Ikeja, Lagos",Block of Flats,150000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom terraced duplex for sale,"Medina Estate, Gbagada, Lagos",Terraced Duplex,240000000,80000000,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Ajah, Lagos",Semi-detached Duplex,129000000,32250000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Ikate Elegushi, Lekki, Lagos",Flat / Apartment,200000000,100000000,2,2,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Idado, Lekki, Lagos",Semi-detached Duplex,250000000,62500000,4,5,High,20/02/2026,23/02/2026,2026-02,lagos
3 bedroom terraced duplex for sale,"Abijo, Lekki, Lagos",Terraced Duplex,100000000,33333333.33,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
6 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",Detached Duplex,480000000,80000000,6,6,High,23/02/2026,23/02/2026,2026-02,lagos
Mixed-use land for sale,"Eleranigbe, Ibeju Lekki, Lagos",Mixed-use Land,32200000,0,0,0,Mid,24/01/2026,23/02/2026,2026-01,lagos
3 bedroom semi-detached bungalow for sale,"Diamond Estate, Sangotedo, Ajah, Lagos",Semi-detached Bungalow,90000000,30000000,3,3,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Eko Atlantic City, Victoria Island (VI), Lagos",Flat / Apartment,,,2,2,,04/07/2025,22/02/2026,2025-07,lagos
5 bedroom detached duplex for sale,"Megamound Estate, Off Lekki County Homes, Ikota, Lekki, Lagos",Detached Duplex,580000000,116000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
Block of flats for sale,"Egbeda, Alimosho, Lagos",Block of Flats,210000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Harris Drive, Beside Vgc, Lekki Expressway, Lekki, Lagos",Terraced Duplex,130000000,32500000,4,4,High,23/09/2025,23/02/2026,2025-09,lagos
4 bedroom semi-detached duplex for sale,"Estate,lekki County Homes, Ikota, Lekki, Lagos",Semi-detached Duplex,140000000,35000000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom detached bungalow for sale,"Ilogboremi, Oko Afo, Badagry, Lagos",Detached Bungalow,15000000,5000000,3,3,Mid,20/01/2026,23/02/2026,2026-01,lagos
5 bedroom detached duplex for sale,"Premium Home With Elevator,cinema, Garden, Osapa, Lekki, Lagos",Detached Duplex,1500000000,300000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",Detached Duplex,820000000,164000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
Mixed-use land for sale,"Iju Road, Ifako, Agege, Lagos",Mixed-use Land,3800000000,0,0,0,High,06/04/2025,19/02/2026,2025-04,lagos
4 bedroom terraced duplex for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Terraced Duplex,550000000,137500000,4,4,High,05/01/2026,21/02/2026,2026-01,lagos
2 bedroom flat / apartment for sale,"Mobil Road, Ikota, Lekki, Lagos",Flat / Apartment,70000000,35000000,2,2,High,10/01/2026,23/02/2026,2026-01,lagos
2 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos",Terraced Duplex,100000000,50000000,2,2,High,15/02/2026,23/02/2026,2026-02,lagos
2 bedroom terraced duplex for sale,"Abraham Adesanya, Ajah, Lagos",Terraced Duplex,75000000,37500000,2,2,High,15/02/2026,23/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Lekki County, Ikota, Lekki, Lagos",Detached Duplex,420000000,84000000,5,5,High,05/01/2026,23/02/2026,2026-01,lagos
4 bedroom terraced duplex for sale,"Spacious 4 Bedroom Terrace Duplex With Bq, Swimming Pool And Gym, Victoria Island (VI), Lagos",Terraced Duplex,790000000,197500000,4,4,High,23/02/2026,23/02/2026,2026-02,lagos
3 bedroom flat / apartment for sale,"County Apartments, Megamound Estate, Ikota, Lekki, Lagos",Flat / Apartment,120000000,40000000,3,3,High,21/08/2025,12/02/2026,2025-08,lagos
5 bedroom detached duplex for sale,"Luxury And Comfort Ideal For Premium Investment At Orchid, Lekki, Lagos",Detached Duplex,390000000,78000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
2 bedroom house for sale,"27, Signature Apartments, Abule Egba, Agege, Lagos",House,60000000,30000000,2,2,High,09/06/2025,23/02/2026,2025-06,lagos
3 bedroom detached bungalow for sale,"Hilltop Estate, Command, Alagbado, Ifako-Ijaiye, Lagos",Detached Bungalow,55000000,18333333.33,3,3,High,30/12/2025,23/02/2026,2025-12,lagos
3 bedroom detached duplex for sale,"De Signature Luxury Apartment, Abule Egba, Agege, Lagos",Detached Duplex,175000000,58333333.33,3,3,High,08/01/2026,22/02/2026,2026-01,lagos
3 bedroom flat / apartment for sale,"De Signature Luxury Apartment, Abule Egba, Agege, Lagos",Flat / Apartment,90000000,30000000,3,3,High,08/01/2026,23/02/2026,2026-01,lagos
Mixed-use land for sale,"Orchid Road, Lafiaji, Lekki, Lagos",Mixed-use Land,3500000000,0,0,0,High,26/06/2025,11/01/2026,2025-06,lagos
Residential land for sale,"Monastery, Sangotedo, Ajah, Lagos",Residential Land,50000000,0,0,0,Mid,26/06/2025,18/01/2026,2025-06,lagos
4 bedroom detached duplex for sale,"Fairmont Hilltop Estate, Alagbado, Ifako-Ijaiye, Lagos",Detached Duplex,250000000,62500000,4,4,High,10/07/2025,18/01/2026,2025-07,lagos
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",Terraced Duplex,140000000,35000000,4,4,High,10/12/2025,18/01/2026,2025-12,lagos
5 bedroom detached duplex for sale,"New Oko-Oba, Agege, Lagos",Detached Duplex,330000000,66000000,5,5,High,16/12/2025,23/01/2026,2025-12,lagos
Commercial property for sale,"Egbeda Idimu Road, Egbeda, Alimosho, Lagos",Commercial Property,280000000,0,0,0,High,01/02/2026,19/02/2026,2026-02,lagos
5 bedroom detached duplex for sale,"Phase 1, Lekki Phase 1, Lekki, Lagos",Detached Duplex,1500000000,300000000,5,5,High,23/02/2026,23/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Gra, Opic, Isheri North, Lagos",Semi-detached Duplex,210000000,52500000,4,4,High,07/02/2026,10/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"New Oko-Oba, Agege, Lagos",Terraced Duplex,200000000,50000000,4,4,High,10/02/2026,10/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Oko-oba, Agege, Lagos",Detached Duplex,230000000,57500000,4,4,High,10/02/2026,10/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Adeniran Ogunsanya, Surulere, Lagos",Semi-detached Duplex,290000000,72500000,4,4,High,11/02/2026,11/02/2026,2026-02,lagos
5 bedroom terraced duplex for sale,"Maryland, Lagos",Terraced Duplex,320000000,64000000,5,5,High,14/02/2026,14/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",Detached Duplex,800000000,200000000,4,4,High,07/07/2025,19/02/2026,2025-07,lagos
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",Detached Duplex,1800000000,360000000,5,5,High,03/03/2025,22/02/2026,2025-03,lagos
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",Detached Duplex,850000000,170000000,5,5,High,13/10/2024,15/02/2026,2024-10,lagos
5 bedroom detached duplex for sale,"Chevron Drive, Chevron, Lekki, Lagos",Detached Duplex,950000000,190000000,5,5,High,29/01/2026,22/02/2026,2026-01,lagos
4 bedroom semi-detached duplex for sale,"Chevron Toll Gate,  Orchid Road, Lekki, Lagos",Semi-detached Duplex,150000000,37500000,4,4,High,22/01/2026,23/02/2026,2026-01,lagos
6 bedroom detached duplex for sale,"Cowrie Creek Estate, Ikate, Lekki, Lagos",Detached Duplex,2300000000,383333333.3,6,6,High,19/12/2025,17/02/2026,2025-12,lagos
5 bedroom detached duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",Detached Duplex,580000000,116000000,5,5,High,20/12/2025,05/01/2026,2025-12,lagos
6 bedroom house for sale,"Osapa, Lekki, Lagos",House,1200000000,200000000,6,7,High,30/01/2026,09/02/2026,2026-01,lagos
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Ikate, Lekki, Lagos",Semi-detached Duplex,950000000,190000000,5,5,High,10/02/2026,10/02/2026,2026-02,lagos
Plaza / complex / mall for sale,"Ajah Market, Ajah, Lagos",Plaza / Complex / Mall,2500000,0,0,1,Low,19/02/2026,22/02/2026,2026-02,lagos
1 bedroom block of flats for sale,"Enjoy Comfort, Convenience, And Security 5 Mins From The Airport, Ikeja, Lagos",Block of Flats,90000000,90000000,1,1,High,22/02/2026,22/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Off Durisimi Etti, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,300000000,150000000,2,2,High,20/02/2026,20/02/2026,2026-02,lagos
3 bedroom flat / apartment for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,425000000,141666666.7,3,3,High,20/02/2026,23/02/2026,2026-02,lagos
2 bedroom block of flats for sale,"Comfort & Smart Investment In A Prime Location Suitable For Airbnb, Ikota, Lekki, Lagos",Block of Flats,120000000,60000000,2,2,High,22/02/2026,22/02/2026,2026-02,lagos
5 bedroom semi-detached duplex for sale,"Sangotedo, Ajah, Lagos",Semi-detached Duplex,260000000,52000000,5,5,High,17/12/2025,23/02/2026,2025-12,lagos
4 bedroom terraced duplex for sale,"Luxury, Comfort, And Prime Location All In One Address., Lekki Phase 1, Lekki, Lagos",Terraced Duplex,450000000,112500000,4,4,High,22/02/2026,22/02/2026,2026-02,lagos
2 bedroom block of flats for sale,"Ologolo, Lekki Phase 1, Lekki, Lagos",Block of Flats,125000000,62500000,2,2,High,07/01/2026,23/02/2026,2026-01,lagos
Mixed-use land for sale,"Ibeju Lekki, Lagos",Mixed-use Land,18000000,0,0,0,Mid,10/02/2026,12/02/2026,2026-02,lagos
2 bedroom flat / apartment for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,300000000,150000000,2,3,High,22/02/2026,22/02/2026,2026-02,lagos
3 bedroom terraced duplex for sale,"Ajah Lekki, Lekki, Lagos",Terraced Duplex,70000000000,23333333333,3,4,High,22/02/2026,22/02/2026,2026-02,lagos
4 bedroom terraced duplex for sale,"Ajah Lekki, Lekki, Lagos",Terraced Duplex,125000000,31250000,4,5,High,22/02/2026,22/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"Adeniyi Jones, Ikeja, Lagos",Detached Duplex,600000000,150000000,4,5,High,27/01/2026,16/02/2026,2026-01,lagos
4 bedroom detached duplex for sale,"GRA Phase 1, Magodo, Lagos",Detached Duplex,450000000,112500000,4,5,High,22/02/2026,22/02/2026,2026-02,lagos
4 bedroom house for sale,"Adeniyi Jones, Ikeja, Lagos",House,430000000,107500000,4,5,High,20/02/2026,20/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"GRA Phase 1, Magodo, Lagos",Semi-detached Duplex,260000000,65000000,4,5,High,09/02/2026,09/02/2026,2026-02,lagos
7 bedroom detached duplex for sale,"GRA Phase 2, Magodo, Lagos",Detached Duplex,750000000,107142857.1,7,8,High,11/02/2026,17/02/2026,2026-02,lagos
Commercial land for sale,"Igbodu , Poultry Community, Epe, Lagos",Commercial Land,5000000,0,0,0,Low,12/12/2025,22/02/2026,2025-12,lagos
2 bedroom block of flats for sale,"Mayegun Jakunde, Lekki Phase 2, Lekki, Lagos",Block of Flats,120000000,60000000,2,2,High,17/01/2026,22/02/2026,2026-01,lagos
3 bedroom detached bungalow for sale,"Parkland Estate, Eleko, Ibeju Lekki, Lagos",Detached Bungalow,75000000,25000000,3,3,High,25/01/2026,22/02/2026,2026-01,lagos
5 bedroom detached duplex for sale,"Tollgate Orchid, Lekki, Lagos",Detached Duplex,400000000,80000000,5,6,High,09/02/2026,20/02/2026,2026-02,lagos
Plaza / complex / mall for sale,"Solace Commercial Chevron Drive, Lekki Phase 2, Lekki, Lagos",Plaza / Complex / Mall,220500000,0,0,0,High,06/02/2026,22/02/2026,2026-02,lagos
Residential land for sale,"Chevron Axis, Lekki Phase 2, Lekki, Lagos",Residential Land,195000000,0,0,0,High,06/02/2026,22/02/2026,2026-02,lagos
5 bedroom house for sale,"Banana Island, Ikoyi, Lagos",House,,,5,5,,30/06/2025,18/02/2026,2025-06,lagos
4 bedroom detached duplex for sale,"Along Lagos Business School, Olokonla, Ajah, Lagos",Detached Duplex,160000000,40000000,4,4,High,14/02/2026,22/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"Platinum Way, Lekki, Lagos",Semi-detached Duplex,450000000,112500000,4,5,High,28/01/2026,22/02/2026,2026-01,lagos
4 bedroom semi-detached duplex for sale,"Itirin, Ajah, Lagos",Semi-detached Duplex,280000000,70000000,4,5,High,28/01/2026,22/02/2026,2026-01,lagos
3 bedroom semi-detached duplex for sale,"Off Grandmate, Ago Palace, Isolo, Lagos",Semi-detached Duplex,350000000,116666666.7,3,3,High,22/02/2026,22/02/2026,2026-02,lagos
Mixed-use land for sale,"Agbeke Balogun Close Off Celestial Church Street, Agidingbi, Ikeja, Lagos",Mixed-use Land,300000,0,0,0,Low,28/01/2026,22/02/2026,2026-01,lagos
4 bedroom semi-detached duplex for sale,"Gbagada, Lagos",Semi-detached Duplex,340000000,85000000,4,4,High,22/02/2026,22/02/2026,2026-02,lagos
Office space for sale,"Akin Adesola, Victoria Island (VI), Lagos",Office Space,,0,0,0,,28/01/2026,22/02/2026,2026-01,lagos
Mixed-use land for sale,"Eko Atlantic, Victoria Island (VI), Lagos",Mixed-use Land,,0,0,0,,28/01/2026,22/02/2026,2026-01,lagos
Mixed-use land for sale,"Banana Island, Ikoyi, Lagos",Mixed-use Land,,0,0,0,,28/01/2026,22/02/2026,2026-01,lagos
3 bedroom block of flats for sale,"Aggrey Road, Yaba, Lagos",Block of Flats,170000000,56666666.67,3,4,High,06/02/2026,22/02/2026,2026-02,lagos
Mixed-use land for sale,"Hamzat Close Apapa Road Ebute Metta, Ebute Metta West, Yaba, Lagos",Mixed-use Land,140000000,0,0,0,High,09/02/2026,22/02/2026,2026-02,lagos
Mixed-use land for sale,"Yala Close, GRA, Apapa, Lagos",Mixed-use Land,1600000000,0,0,0,High,13/02/2026,22/02/2026,2026-02,lagos
4 bedroom semi-detached duplex for sale,"GRA, Ogudu, Lagos",Semi-detached Duplex,600000000,150000000,4,5,High,19/02/2026,22/02/2026,2026-02,lagos
4 bedroom detached duplex for sale,"New London Estate, Baruwa, Baruwa, Ipaja, Lagos",Detached Duplex,100000000,25000000,4,4,High,22/02/2026,23/02/2026,2026-02,lagos
