title,location,property_type,price,price_per_bedroom,bedrooms,bathrooms,price_category,added_date,updated_date,month_added,state
Newly Built 4 Bedroom Terrace Duplex With Bq,wemabod estate adeniyi jones ikeja lagos,Terraced,420000000,84000000,5,4,High,10/09/2025,18/02/2026,2025-09,Lagos
6 Units Of 3 Bedroom Flat,ifako gbagada gbagada lagos,Flat/Apartment,350000000,116666667,3,3,High,29/09/2025,18/02/2026,2025-09,Lagos
4 Units Of 3 Bedroom Flat,egbe ejigbo ejigbo lagos,Flat/Apartment,120000000,40000000,3,3,High,04/12/2025,18/02/2026,2025-12,Lagos
Tastefully Built And Standard 4 Bedroom Duplex,progressive akala express ibadan oyo,duplex,165000000,41250000,4,4,High,12/02/2026,18/02/2026,2026-02,Oyo
Tastefully Built 4 Bedroom Duplex With Bq,alalubosa gra alalubosa ibadan oyo,duplex,270000000,67500000,4,4,High,13/02/2026,18/02/2026,2026-02,Oyo
18 Unit Of Ordinary Room And Parlour,victory street oke ado oke ado ibadan oyo,Flat/Apartment,65000000,6500000,10,5,High,05/02/2026,18/02/2026,2026-02,Oyo
Well Built Semi Detached 4 Bedroom Duplex,emmanuel estate iletuntun iletuntun jericho extension ibadan oyo,Detached,130000000,32500000,4,4,High,10/02/2026,18/02/2026,2026-02,Oyo
Well Built 3 Bedroom Bungalow At 70% Stage,viesta estate alaka elebu akala express ibadan oyo,Bungalow,35000000,11666667,3,3,Mid,08/02/2026,18/02/2026,2026-02,Oyo
Tastefully Built 4 Bedroom Duplex,viesta estate alaka elebu akala express ibadan oyo,duplex,75000000,18750000,4,4,High,08/02/2026,18/02/2026,2026-02,Oyo
Standard 4 Bedroom Bungalow In Strategy Locations,before yidi elebu off akala express akala express ibadan oyo,Bungalow,65000000,16250000,4,4,High,10/02/2026,18/02/2026,2026-02,Oyo
Well Maintained Opulent 4 Bedroom Maisonette (serviced),lekki phase 1 lekki lagos,maisonette,450000000,112500000,4,4,High,29/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Semi Detached Home,ikate lekki lagos,Detached,900000000,180000000,5,5,High,23/07/2025,18/02/2026,2025-07,Lagos
2 Bedroom Maisonette,ikate lekki lagos,maisonette,100000000,50000000,2,2,High,24/10/2025,18/02/2026,2025-10,Lagos
4 Bedroom Detached Home,ado odo ota ogun,Detached,180000000,45000000,4,3,High,08/09/2025,18/02/2026,2025-09,Ogun
Contemporary 4 Bedroom Terraced House,old ikoyi ikoyi lagos,Terraced,1500000000,375000000,4,4,High,03/08/2025,18/02/2026,2025-08,Lagos
4 Bedroom Apartment,old ikoyi ikoyi lagos,Flat/Apartment,5900000000,1475000000,4,4,High,01/09/2025,18/02/2026,2025-09,Lagos
6 Bedroom Detached Edifice,alimosho lagos,Detached,900000000,150000000,6,6,High,31/01/2026,18/02/2026,2026-01,Lagos
2800sqm Warehouse Complex,ado odo ota ogun,warehouse,1200000000,0,0,0,High,02/09/2025,18/02/2026,2025-09,Ogun
Water Front Land Measuring 2200 Sqm,banana island ikoyi lagos,land,3800000,0,0,0,Low,30/07/2025,18/02/2026,2025-07,Lagos
3 Bedroom Apartment,victoria island lagos,Flat/Apartment,900000000,300000000,3,3,High,05/08/2025,18/02/2026,2025-08,Lagos
3000sqm Waterfront Land With Existing Jetty,osborne foreshore estate ikoyi lagos,land,2700000,0,0,0,Low,30/10/2025,18/02/2026,2025-10,Lagos
4 Bedroom Terrace Duplex,victoria island lagos,Terraced,700000000,175000000,4,4,High,19/11/2025,18/02/2026,2025-11,Lagos
3 Bedroom Apartment,old ikoyi ikoyi lagos,Flat/Apartment,800000000,266666667,3,3,High,01/09/2025,18/02/2026,2025-09,Lagos
Well Built Fully Serviced 5 Bedroom Detached Home,old ikoyi ikoyi lagos,Detached,2400000000,480000000,5,5,High,30/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Penthouse Maisonette,old ikoyi ikoyi lagos,penthouse,3200000000,640000000,5,5,High,23/07/2025,18/02/2026,2025-07,Lagos
Gigantic 5 Bedroom Penthouse Maisonette,old ikoyi ikoyi lagos,penthouse,3500000000,700000000,5,5,High,25/07/2025,18/02/2026,2025-07,Lagos
1000sqm Virgin Land,orange island phase 2 lekki phase 1 lekki lagos,land,580000000,0,0,0,High,22/07/2025,18/02/2026,2025-07,Lagos
Massive Private 5 Bedroom Semi Detached Home,ikate lekki lagos,Detached,950000000,190000000,5,5,High,25/07/2025,18/02/2026,2025-07,Lagos
500sqm Land,ikeja lagos,land,350000000,0,0,0,High,26/08/2025,18/02/2026,2025-08,Lagos
2 Bedroom Apartment With Great Facilities,victoria island lagos,Flat/Apartment,450000000,225000000,2,3,High,15/12/2025,18/02/2026,2025-12,Lagos
New Luxury 2 Bedroom Apartment With Great Facilities,victoria island lagos,Flat/Apartment,450000000,225000000,2,2,High,29/01/2026,18/02/2026,2026-01,Lagos
Private 4 Bedroom Detached Home,ikate lekki lagos,Detached,1000000000,250000000,4,4,High,30/01/2026,18/02/2026,2026-01,Lagos
New Built 3 Bedroom Apartment (serviced),victoria island lagos,Flat/Apartment,600000000,200000000,3,3,High,11/08/2025,18/02/2026,2025-08,Lagos
Luxury 5 Bedroom Fully Detached Duplex,ado road ajah lagos,Detached,210000000,42000000,5,5,High,10/12/2025,18/02/2026,2025-12,Lagos
Clean 3bedroom Semi Detached With Bq,thomas estate ajah lagos,Detached,95000000,31666667,3,3,High,02/02/2026,18/02/2026,2026-02,Lagos
Land Measuring 7000sqm,oniru victoria island lagos,land,9000000000,0,0,0,High,31/10/2025,18/02/2026,2025-10,Lagos
Luxury 5 Bedroom Duplex,ikoyi lagos,duplex,2500000000,500000000,5,5,High,18/01/2026,18/02/2026,2026-01,Lagos
Land Measuring 8000sqm,victoria island lagos,land,19200000000,0,0,0,High,13/11/2025,18/02/2026,2025-11,Lagos
Luxury Water View 5 Bedroom Duplex,banana island ikoyi lagos,duplex,12000000000,2400000000,5,5,High,26/11/2025,18/02/2026,2025-11,Lagos
Maisonette Apartment,victoria island lagos,Flat/Apartment,350000000,175000000,2,2,High,11/09/2025,18/02/2026,2025-09,Lagos
5 Bedroom Fully Detached Duplex,royal garden estate off lekki epe expressway ajah lagos,Detached,600000000,120000000,5,5,High,17/12/2025,18/02/2026,2025-12,Lagos
4 Bedroom Detached Duplex,ajah lagos,Detached,200000000,50000000,4,4,High,11/11/2025,18/02/2026,2025-11,Lagos
2/3 Bedroom Apartment With Swimming/pool/elevator,lekki phase 1 lekki lagos,Flat/Apartment,400000000,200000000,2,2,High,10/11/2025,18/02/2026,2025-11,Lagos
3 & 4 Bedroom Terrace Duplex For Sale,orchid lekki lagos,Terraced,195000000,65000000,3,3,High,12/02/2026,18/02/2026,2026-02,Lagos
5 Bedroom Detached Duplex With Bq,ajah lagos,Detached,270000000,54000000,5,5,High,11/11/2025,18/02/2026,2025-11,Lagos
2 Bedroom Flat With Rooftop,lekki phase 1 lekki lagos,Flat/Apartment,400000000,200000000,2,2,High,11/11/2025,18/02/2026,2025-11,Lagos
5 Bedroom Detached Duplex With Study Room,ajah lagos,Detached,200000000,40000000,5,5,High,14/11/2025,18/02/2026,2025-11,Lagos
5 Bedroom Fully Detached Duplex With Bq,osapa london lekki lagos,Detached,1550000000,310000000,5,5,High,20/10/2025,18/02/2026,2025-10,Lagos
Units Of 2 Bedroom Apartment,ologolo lekki lagos,Flat/Apartment,90000000,45000000,2,2,High,14/11/2025,18/02/2026,2025-11,Lagos
5 Bedroom Detached Duplex For Sale,lekki phase 1 lekki lagos,Detached,1200000000,240000000,5,5,High,11/11/2025,18/02/2026,2025-11,Lagos
5 Bedroom Detached Duplex With Swimming,chevron lekki lagos,Detached,1500000000,300000000,5,5,High,06/02/2026,18/02/2026,2026-02,Lagos
6 Bedroom Detached Duplex,chevron lekki lagos,Detached,750000000,125000000,6,6,High,11/11/2025,18/02/2026,2025-11,Lagos
Fully Automated 5 Bedroom Detached Duplex With Pool,chevron toll gate lekki lagos,Detached,600000000,120000000,5,5,High,15/12/2025,18/02/2026,2025-12,Lagos
4 Bedroom Detached Duplex,ikota lekki lagos,Detached,280000000,70000000,4,4,High,05/11/2025,18/02/2026,2025-11,Lagos
Newly Built 1 Bed Apartment For Sale Lekki Pahse 1,lekki phase 1 lekki lagos,Flat/Apartment,130000000,130000000,1,1,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 3 Bed Penthouse Lekki Phase 1,lekki phase 1 lekki lagos,penthouse,400000000,133333333,3,3,High,18/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bed Penthouse For Sale Lekki Phase 1,lekki phase 1 lekki lagos,penthouse,220000000,110000000,2,2,High,15/02/2026,18/02/2026,2026-02,Lagos
"Newly Built 5 Bed Detach Duplex At Ikota, Lekki",megamound estate ikota lekki lagos,Detached,630000000,126000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bed Apartment For Sale Niccon Town Ikate,niccon town ikate lekki lagos,Flat/Apartment,250000000,125000000,2,2,High,18/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detach Duplex At Lekki Phase 1,lekki phase 1 lekki lagos,Detached,800000000,160000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built T Bed Detach Duplex Lekki Phase 1,lekki phase 1 lekki lagos,Detached,1400000000,280000000,5,5,High,18/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bed Apartment Lekki Phase 1,lekki phase 1 lekki lagos,Flat/Apartment,310000000,155000000,2,2,High,18/02/2026,18/02/2026,2026-02,Lagos
Newly Built 3 Bed Penthouse For Sale At Lekki Phase 1,lekki phase 1 lekki lagos,penthouse,630000000,210000000,3,3,High,15/02/2026,18/02/2026,2026-02,Lagos
8 Bed Detach Duplex With Bq For Sale At Ajah,ado road ajah lagos,Detached,800000000,100000000,8,8,High,16/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detach Duplex At Oral Estate,oral estate ikota lekki lagos,Detached,480000000,96000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detach Duplex At Chevron,chevron lekki lagos,Detached,730000000,146000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 4 Bed Detach Duplex For Sale At Orchid,orchid lekki lagos,Detached,400000000,100000000,4,4,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 4 Bed Detach Duplex At Orchid,orchid lekki lagos,Detached,400000000,0,0,0,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bed Apartment For Sale At Ikate,ikate lekki lagos,Flat/Apartment,180000000,0,0,0,High,16/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Duplex For Sale Lekki Phase 1,lekki phase 1 lekki lagos,duplex,1200000000,240000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
4 Bedroom Terrace For Sale At Chevron,chevron lekki lagos,Terraced,250000000,62500000,4,4,High,15/02/2026,18/02/2026,2026-02,Lagos
3 Bed Detached Duplex At Thomas Estate Ajah,thomas estate ajah lagos,Detached,90000000,30000000,3,3,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detach Duplex With 2bq Chevron,hampton lake estate chevron alternative route lekki lagos,Detached,650000000,130000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detached Duplex At Chevron,chevron lekki lagos,Detached,680000000,136000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detach At Lekki Palm City,lekki palm city ajah lagos,Detached,220000000,44000000,5,5,High,18/02/2026,18/02/2026,2026-02,Lagos
"Newly Built 5 Bed Detach Duplex At Ikota,lekki",megamound estate ikota lekki lagos,Detached,420000000,84000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
Serviced 2 Bedroom Apartment,vgc lekki lagos,Flat/Apartment,60000000,0,0,0,High,17/01/2026,18/02/2026,2026-01,Lagos
Newly Built 2 Bed Apartment For Sale Lekki Phase 1,lekki phase 1 lekki lagos,Flat/Apartment,300000000,150000000,2,2,High,15/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bed Detach Duplex Chevron,daffodil estate chevron lekki lagos,Detached,550000000,110000000,5,5,High,18/02/2026,18/02/2026,2026-02,Lagos
"2 Bed Apartment For Sale At Badore,ajah",badore ajah lagos,Flat/Apartment,53000000,26500000,2,2,High,15/02/2026,18/02/2026,2026-02,Lagos
"Newly Built 5 Bed Fully Detached At Gowon Estate,egbeda",gowon estate egbeda alimosho lagos,Detached,580000000,116000000,5,5,High,15/02/2026,18/02/2026,2026-02,Lagos
4 Bedroom Semi Detached Duplex,off adewunmi adebimpe drive lekki phase 1 lekki lagos,Detached,370000000,92500000,4,4,High,20/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Fully Detached Duplex With Bq,chevy view estate chevron lekki lagos,Detached,300000000,60000000,5,5,High,14/01/2026,18/02/2026,2026-01,Lagos
16 Units Of 3 Bedroom Apartment,ikeja gra ikeja lagos,Flat/Apartment,380000000,95000000,4,4,High,06/01/2026,18/02/2026,2026-01,Lagos
Newly Built 2 Bedroom Apartment,off spg road ologolo lekki lagos,Flat/Apartment,120000000,60000000,2,2,High,20/01/2026,18/02/2026,2026-01,Lagos
Automated 5 Bedroom Detached Duplex With Bq,megamound estate ikota lekki lagos,Detached,650000000,130000000,5,5,High,20/01/2026,18/02/2026,2026-01,Lagos
2 Bedroom Apartment With Governor's Consent,off admiralty way lekki phase 1 lekki lagos,Flat/Apartment,360000000,180000000,2,2,High,21/01/2026,18/02/2026,2026-01,Lagos
Elegant 5 Bedroom Semi Detached Duplex With Bq,"chaplin court estate, ogombo ajah lagos",Detached,350000000,70000000,5,5,High,22/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Detached Duplex With Bq/pool,ikota lekki lagos,Detached,400000000,80000000,5,5,High,22/01/2026,18/02/2026,2026-01,Lagos
4 Bedroom Detached Duplex With Bq,napier gardens ikota lekki lagos,Detached,230000000,57500000,4,4,High,23/01/2026,18/02/2026,2026-01,Lagos
10 Units Of 3 Bedroom Apartment,halcyon court adeniyi jones ikeja lagos,Flat/Apartment,300000000,100000000,3,3,High,16/01/2026,18/02/2026,2026-01,Lagos
4 Bedroom Semi Detached Duplex With Bq,"off agungi ajiran road, agungi lekki lagos",Detached,160000000,40000000,4,4,High,16/01/2026,18/02/2026,2026-01,Lagos
Modern 4 Bedroom Detached Duplex,"dpk estate, orchid lekki lagos",Detached,260000000,65000000,4,4,High,16/01/2026,18/02/2026,2026-01,Lagos
4 Bedroom Detached Duplex,"buena vista estate, orchid road lekki lagos",Detached,210000000,52500000,4,4,High,21/01/2026,18/02/2026,2026-01,Lagos
2 Bedroom Apartment,off ilasan new road ilasan lekki lagos,Flat/Apartment,140000000,70000000,2,2,High,21/01/2026,18/02/2026,2026-01,Lagos
Smart 5 Bedroom Detached Duplex,"lekki county home, megamound estate ikota lekki lagos",Detached,420000000,84000000,5,5,High,20/01/2026,18/02/2026,2026-01,Lagos
Newly Built 2 Bedroom Apartment,"garwood court, conservation road lekki lagos",Flat/Apartment,91000000,45500000,2,2,High,21/01/2026,18/02/2026,2026-01,Lagos
Newly Built 5 Bedroom Detached Duplex With Bq,"lekki county homes, megamound estate ikota lekki lagos",Detached,510000000,102000000,5,5,High,20/01/2026,18/02/2026,2026-01,Lagos
Brand New 4 Bedroom Semi Detached Duplex With Bq,atlantic nominee ajah lagos,Detached,130000000,32500000,4,4,High,20/01/2026,18/02/2026,2026-01,Lagos
3 Bedroom Apartment,off ikate elegushi road ikate lekki lagos,Flat/Apartment,280000000,93333333,3,3,High,21/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Fully Detached Duplex With Bq,"lekki scheme 2 estate, abraham adesanya bustop ajah lagos",Detached,205000000,41000000,5,5,High,23/01/2026,18/02/2026,2026-01,Lagos
2 Bedroom Apartment,"agungi, lekki lagos agungi lekki lagos",Flat/Apartment,110000000,55000000,2,2,High,07/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Semi Detached Duplex With Bq,"omole phase 1, ikeja lagos omole phase 1 ojodu lagos",Detached,485000000,97000000,5,5,High,26/12/2025,18/02/2026,2025-12,Lagos
5 Bedroom Waterfront Fully Detached Duplex,ikoyi lagos ikoyi lagos,Detached,7500000000,1500000000,5,5,High,26/12/2025,18/02/2026,2025-12,Lagos
Newly Built 2bed Apartment,oniru victoria island lagos,Flat/Apartment,305000000,152500000,2,2,High,16/02/2026,18/02/2026,2026-02,Lagos
3 Bedroom Serviced Apartment,ikate lekki ikate lekki lagos,Flat/Apartment,150000000,50000000,3,3,High,06/01/2026,18/02/2026,2026-01,Lagos
Newly Built 2/3 Bedroom Apartment,ikota lekki lagos,Flat/Apartment,115000000,38333333,3,3,High,06/01/2026,18/02/2026,2026-01,Lagos
3 Bedroom Apartment,masha surulere lagos,Flat/Apartment,90000000,30000000,3,3,High,26/12/2025,18/02/2026,2025-12,Lagos
Residential Plot,kolapo ishola gra akobo ibadan oyo,land,53000000,0,0,0,High,30/09/2025,18/02/2026,2025-09,Oyo
Land Measuring 2400sqm,sango samonda road samonda ibadan oyo,land,300000000,0,0,0,High,02/10/2025,18/02/2026,2025-10,Oyo
2592sqm Bare Land,"abayomi street, idishin ibadan oyo",land,250000000,0,0,0,High,13/10/2025,18/02/2026,2025-10,Oyo
Twin Bungalow,new bodija ibadan oyo,Bungalow,250000000,0,0,0,High,16/10/2025,18/02/2026,2025-10,Oyo
750sqm Of Land,"lere adigun gra, akobo ibadan oyo",land,160000000,0,0,0,High,08/10/2025,18/02/2026,2025-10,Oyo
3 Bedroom Bungalow With 2 Bedroom Flat,"akilapa, olohunda, akobo ibadan oyo",Flat/Apartment,55000000,0,0,0,High,09/09/2025,18/02/2026,2025-09,Oyo
Functional And Operational School,"ogbere, oremeji alakia ibadan oyo",school,25000000,0,0,0,Mid,09/09/2025,18/02/2026,2025-09,Oyo
505sqm Dry Land,onireke ibadan north west ibadan oyo,land,80000000,0,0,0,High,13/10/2025,18/02/2026,2025-10,Oyo
4 Bedroom Duplex,ayoola drive new bodija bodija ibadan oyo,duplex,200000000,0,0,0,High,16/09/2025,18/02/2026,2025-09,Oyo
3 Bedroom Apartment,alfred rewane old ikoyi ikoyi lagos,Flat/Apartment,600000000,0,0,0,High,22/09/2025,18/02/2026,2025-09,Lagos
12 Plots Of Residential Land,ologuneru ibadan oyo,land,4500000,0,0,0,Low,26/09/2025,18/02/2026,2025-09,Oyo
4 Bedroom Duplex,"carlton gate, akobo ibadan oyo",duplex,270000000,0,0,0,High,08/10/2025,18/02/2026,2025-10,Oyo
Poultry Farm,"olohunda abaa, abudoro akobo ibadan oyo",maisonette,25000000,0,0,0,Mid,08/09/2025,18/02/2026,2025-09,Oyo
A Standard 3 Bedroom Bungalow,"akuru elebu, akala express ibadan oyo",Bungalow,40000000,13333333,3,3,Mid,14/10/2025,18/02/2026,2025-10,Oyo
1610sqm Land,aare oluyole estate ibadan oyo,land,300000000,0,0,0,High,15/09/2025,18/02/2026,2025-09,Oyo
1000sqm Fully Fenced & Gated Land,ikoyi lagos,land,1700000000,0,0,0,High,02/01/2026,18/02/2026,2026-01,Lagos
4 Bedroom Duplex On 501sqm Land,engr. lere adigun gra basorun ibadan oyo,duplex,300000000,75000000,4,4,High,05/01/2026,18/02/2026,2026-01,Oyo
4 Bedroom Duplex,"kolapo ishola gra, akobo ibadan oyo",duplex,270000000,0,0,0,High,09/09/2025,18/02/2026,2025-09,Oyo
1925sqm Land,"beside officer's mess, agodi ibadan oyo",land,700000000,0,0,0,High,15/09/2025,18/02/2026,2025-09,Oyo
1102sqm Of Land,mosfala ibadan north oyo,land,50000000,0,0,0,Mid,15/09/2025,18/02/2026,2025-09,Oyo
Office Complex,mokola road beside alaafia hospital ibadan oyo,office/ office space,350000000,0,0,0,High,16/09/2025,18/02/2026,2025-09,Oyo
2 Bedroom Apartment,"nihort area, jericho extension idishin ibadan oyo",Flat/Apartment,45000000,0,0,0,Mid,16/09/2025,18/02/2026,2025-09,Oyo
3 Units Of 4 Bedroom Bungalow,kobe street behind d'rovans ring rd ibadan oyo,Flat/Apartment,300000000,0,0,0,High,16/09/2025,18/02/2026,2025-09,Oyo
2 Plots Of Residential Land,free trade zone ibeju lekki lagos,land,48000000,0,0,0,Mid,15/09/2025,18/02/2026,2025-09,Lagos
5 Bedroom Fully Detached Duplex,malami est oluyole estate ibadan oyo,Detached,300000000,0,0,0,High,25/09/2025,18/02/2026,2025-09,Oyo
Well Maintenances 3 Bedroom Apartment,chevron lekki lagos,Flat/Apartment,6500000,2166667,3,3,Low,11/02/2026,18/02/2026,2026-02,Lagos
Good Location,"oke itunu, mokola road ibadan oyo",maisonette,75000000,0,0,0,High,16/09/2025,18/02/2026,2025-09,Oyo
500sqm Of Land,"lere adigun estate, basorun ibadan oyo",land,100000000,0,0,0,High,08/10/2025,18/02/2026,2025-10,Oyo
A 10000 Capacity Poultry Farmland With Fish Pond,"tede, saki, atisbo oyo",land,45000000,0,0,0,Mid,20/10/2025,18/02/2026,2025-10,Oyo
Mini Estate,tiger mini estate ojoo ibadan oyo,maisonette,40000000,0,0,0,Mid,30/09/2025,18/02/2026,2025-09,Oyo
973sqm Dry Land,new bodija ibadan oyo,land,120000000,0,0,0,High,15/09/2025,18/02/2026,2025-09,Oyo
3 Bedroom Bungalow,"cele rainbow, asunle road, akala express ibadan oyo",Bungalow,13500000,0,0,0,Mid,13/10/2025,18/02/2026,2025-10,Oyo
"2 Units Of 3 Bedroom Flat, 2 Bedroom And Self Contain",ashi bodija ibadan oyo,Flat/Apartment,120000000,40000000,3,3,High,26/09/2025,18/02/2026,2025-09,Oyo
8 Units Of Executive Apartment With Room Self Contained,owode apata ibadan oyo,Flat/Apartment,45000000,0,0,0,Mid,13/10/2025,18/02/2026,2025-10,Oyo
Commercial Land,"dugbe, queen's cinema ibadan north west ibadan oyo",Commercial land,350000000,0,0,0,High,08/09/2025,18/02/2026,2025-09,Oyo
3 Bedroom Duplex,iyanganku ibadan oyo,duplex,420000000,0,0,0,High,16/09/2025,18/02/2026,2025-09,Oyo
4 Bedroom Bungalow,agaloke est apata ibadan oyo,Bungalow,18000000,0,0,0,Mid,08/09/2025,18/02/2026,2025-09,Oyo
1600sqm Land,"forest hill estate, jericho ibadan oyo",land,350000000,0,0,0,High,14/10/2025,18/02/2026,2025-10,Oyo
