title,location,area_bucket,property_type,price,bedrooms,bathrooms,added_date,updated_date,month_posted,state,price_category
Newly Built 2 Bed Apartment Lekki Phase 1,Lekki Phase 1 Lekki Lagos,Lekki,Flat,310000000,2,2,18/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 3 Bed Penthouse For Sale At Lekki Phase 1,Lekki Phase 1 Lekki Lagos,Lekki,Penthouse,630000000,3,3,15/02/2026,18/02/2026,2026-02,Lagos,High
8 Bed Detach Duplex With Bq For Sale At Ajah,Ado Road Ajah Lagos,Ajah,Duplex,800000000,8,8,16/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 5 Bed Detach Duplex At Oral Estate,Oral Estate Ikota Lekki Lagos,Lekki,Duplex,480000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 5 Bed Detach Duplex At Chevron,Chevron Lekki Lagos,Lekki,Duplex,730000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 4 Bed Detach Duplex For Sale At Orchid,Orchid Lekki Lagos,Lekki,Duplex,400000000,4,4,15/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 4 Bed Detach Duplex At Orchid,Orchid Lekki Lagos,Lekki,Duplex,400000000,4,,15/02/2026,18/02/2026,2026-02,Lagos,High
3 Bed Detached Duplex At Thomas Estate Ajah,Thomas Estate Ajah Lagos,Ajah,Detached Duplex,90000000,3,3,15/02/2026,18/02/2026,2026-02,Lagos,Low
Newly Built 5 Bed Detach Duplex With 2bq Chevron,Hampton Lake Estate Chevron Alternative Route Lekki Lagos,Lekki,Duplex,650000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 5 Bed Detached Duplex At Chevron,Chevron Lekki Lagos,Lekki,Detached Duplex,680000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 5 Bed Detach At Lekki Palm City,Lekki Palm City Ajah Lagos,Lekki,House,220000000,5,5,18/02/2026,18/02/2026,2026-02,Lagos,Low
"Newly Built 5 Bed Detach Duplex At Ikota,lekki",Megamound Estate Ikota Lekki Lagos,Lekki,Duplex,420000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
Serviced 2 Bedroom Apartment,Vgc Lekki Lagos,Lekki,Flat,60000000,2,,17/01/2026,18/02/2026,2026-01,Lagos,Low
Newly Built 5 Bed Detach Duplex Chevron,Daffodil Estate Chevron Lekki Lagos,Lekki,Duplex,550000000,5,5,18/02/2026,18/02/2026,2026-02,Lagos,High
"2 Bed Apartment For Sale At Badore,ajah",Badore Ajah Lagos,Ajah,Flat,53000000,2,2,15/02/2026,18/02/2026,2026-02,Lagos,Low
"Newly Built 5 Bed Fully Detached At Gowon Estate,egbeda",Gowon Estate Egbeda Alimosho Lagos,Alimosho Axis,Detached Duplex,580000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
4 Bedroom Semi Detached Duplex,Off Adewunmi Adebimpe Drive Lekki Phase 1 Lekki Lagos,Lekki,Semi-Detached Duplex,370000000,4,4,20/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,Chevy View Estate Chevron Lekki Lagos,Lekki,Detached Duplex,300000000,5,5,14/01/2026,18/02/2026,2026-01,Lagos,High
16 Units Of 3 Bedroom Apartment,Ikeja Gra Ikeja Lagos,Ikeja,Flat,380000000,4,4,06/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built 2 Bedroom Apartment,Off Spg Road Ologolo Lekki Lagos,Lekki,Flat,120000000,2,2,20/01/2026,18/02/2026,2026-01,Lagos,Low
Automated 5 Bedroom Detached Duplex With Bq,Megamound Estate Ikota Lekki Lagos,Lekki,Detached Duplex,650000000,5,5,20/01/2026,18/02/2026,2026-01,Lagos,High
2 Bedroom Apartment With Governor's Consent,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Lekki,Flat,360000000,2,2,21/01/2026,18/02/2026,2026-01,Lagos,High
Elegant 5 Bedroom Semi Detached Duplex With Bq,"Chaplin Court Estate, Ogombo Ajah Lagos",Ajah,Semi-Detached Duplex,350000000,5,5,22/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Detached Duplex With Bq,Napier Gardens Ikota Lekki Lagos,Lekki,Detached Duplex,230000000,4,4,23/01/2026,18/02/2026,2026-01,Lagos,Low
10 Units Of 3 Bedroom Apartment,Halcyon Court Adeniyi Jones Ikeja Lagos,Ikeja,Apartment,300000000,3,3,16/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Semi Detached Duplex With Bq,"Off Agungi Ajiran Road, Agungi Lekki Lagos",Lekki,Semi-Detached Duplex,160000000,4,4,16/01/2026,18/02/2026,2026-01,Lagos,Low
Modern 4 Bedroom Detached Duplex,"Dpk Estate, Orchid Lekki Lagos",Lekki,Detached Duplex,260000000,4,4,16/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Detached Duplex,"Buena Vista Estate, Orchid Road Lekki Lagos",Lekki,Detached Duplex,210000000,4,4,21/01/2026,18/02/2026,2026-01,Lagos,Low
2 Bedroom Apartment,Off Ilasan New Road Ilasan Lekki Lagos,Lekki,Flat,140000000,2,2,21/01/2026,18/02/2026,2026-01,Lagos,Low
Smart 5 Bedroom Detached Duplex,"Lekki County Home, Megamound Estate Ikota Lekki Lagos",Lekki,Detached Duplex,420000000,5,5,20/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built 2 Bedroom Apartment,"Garwood Court, Conservation Road Lekki Lagos",Lekki,Flat,91000000,2,2,21/01/2026,18/02/2026,2026-01,Lagos,Low
Newly Built 5 Bedroom Detached Duplex With Bq,"Lekki County Homes, Megamound Estate Ikota Lekki Lagos",Lekki,Detached Duplex,510000000,5,5,20/01/2026,18/02/2026,2026-01,Lagos,High
Brand New 4 Bedroom Semi Detached Duplex With Bq,Atlantic Nominee Ajah Lagos,Ajah,Semi-Detached Duplex,130000000,4,4,20/01/2026,18/02/2026,2026-01,Lagos,Low
3 Bedroom Apartment,Off Ikate Elegushi Road Ikate Lekki Lagos,Lekki,Flat,280000000,3,3,21/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,"Lekki Scheme 2 Estate, Abraham Adesanya Bustop Ajah Lagos",Lekki,Detached Duplex,205000000,5,5,23/01/2026,18/02/2026,2026-01,Lagos,Low
5 Bedroom Semi Detached Duplex With Bq,"Omole Phase 1, Ikeja Lagos Omole Phase 1 Ojodu Lagos",Ikeja,Semi-Detached Duplex,485000000,5,5,26/12/2025,18/02/2026,2025-12,Lagos,High
Newly Built 2bed Apartment,Oniru Victoria Island Lagos,Victoria Island,Flat,305000000,2,2,16/02/2026,18/02/2026,2026-02,Lagos,High
3 Bedroom Serviced Apartment,Ikate Lekki Ikate Lekki Lagos,Lekki,Apartment,150000000,3,3,06/01/2026,18/02/2026,2026-01,Lagos,Low
Newly Built 2/3 Bedroom Apartment,Ikota Lekki Lagos,Lekki,Apartment,115000000,3,3,06/01/2026,18/02/2026,2026-01,Lagos,Low
3 Bedroom Apartment,Masha Surulere Lagos,Mainland,Flat,90000000,3,3,26/12/2025,18/02/2026,2025-12,Lagos,Low
3 Bedroom Apartment,Alfred Rewane Old Ikoyi Ikoyi Lagos,Ikoyi,Flat,600000000,3,,22/09/2025,18/02/2026,2025-09,Lagos,High
1000sqm Fully Fenced & Gated Land,Ikoyi Lagos,Ikoyi,Land,1700000000,,,02/01/2026,18/02/2026,2026-01,Lagos,High
2 Plots Of Residential Land,Free Trade Zone Ibeju Lekki Lagos,Lekki,Land,48000000,,,15/09/2025,18/02/2026,2025-09,Lagos,Low
10 Bay Warehouse,"Ikeja Industrial Estate, Ikeja Lagos",Ikeja,Commercial Property,5000000000,,,15/09/2025,18/02/2026,2025-09,Lagos,High
3 Bedroom Paint House Apartment,Lekki Phase 1 Lekki Lagos,Lekki,Apartment,340000000,3,,04/02/2026,18/02/2026,2026-02,Lagos,High
5 Bedroom Fully Detached Duplex,Chevron Toll Gate Lekki Lagos,Lekki,Detached Duplex,520000000,5,,26/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex,Chevron Lekki Lagos,Lekki,Detached Duplex,650000000,5,,06/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex,Chevron Toll Gate Lekki Lagos,Lekki,Detached Duplex,400000000,5,,26/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex,Chevron Toll Gate Lekki Lagos,Lekki,Detached Duplex,600000000,5,,26/01/2026,18/02/2026,2026-01,Lagos,High
2 Bedroom Apartment,Oniru Victoria Island Lagos,Victoria Island,Apartment,310000000,2,,14/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex,Ikota Lekki Lagos,Lekki,Detached Duplex,410000000,5,,27/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Ensuite,Ikota Lekki Lagos,Lekki,House,460000000,5,,27/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,Chevron Toll Gate Lekki Lagos,Lekki,Detached Duplex,450000000,5,,28/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex,Chevron Lekki Lagos,Lekki,Detached Duplex,550000000,5,,06/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex,Chevron Toll Gate Lekki Lagos,Lekki,Detached Duplex,650000000,5,,26/01/2026,18/02/2026,2026-01,Lagos,High
1 Bedroom Apartment,Oniru Victoria Island Lagos,Victoria Island,Apartment,190000000,2,,14/01/2026,18/02/2026,2026-01,Lagos,Low
5 Bed Fully Detached Duplex,Lekki Phase 1 Lekki Lagos,Lekki,Detached Duplex,1000000000,5,,04/02/2026,18/02/2026,2026-02,Lagos,High
4 Bedroom Semi Detached Duplex With Bq,Ajah Lagos,Ajah,Semi-Detached Duplex,145000000,4,,16/10/2025,18/02/2026,2025-10,Lagos,Low
Newly Built Executive 4 Bedroom Duplex,Ogba Lagos,Ikeja,Duplex,450000000,4,,14/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 4 Bedroom Fully Detached Duplex With Bq,Ogba Lagos,Ikeja,Detached Duplex,350000000,4,,17/10/2025,18/02/2026,2025-10,Lagos,High
6 Bedroom Duplex With Block Of Flats,Peace Estate Command Ipaja Lagos,Alimosho Axis,Block Of Flats,200000000,6,,21/10/2025,18/02/2026,2025-10,Lagos,Low
4 Bedroom Duplex,P & T Estate Ipaja Lagos,Alimosho Axis,Duplex,200000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,Low
4 Bedroom Semi Detached Duplex With Bq,Mende Maryland Lagos,Ikeja,Semi-Detached Duplex,200000000,4,,20/10/2025,18/02/2026,2025-10,Lagos,Low
Newly Built 4 Bedroom Semi Detached Duplex With A Bq,"Oko Oba, Abule Egba Lagos",Alimosho Axis,Semi-Detached Duplex,250000000,4,,20/10/2025,18/02/2026,2025-10,Lagos,Low
4 Bedroom Fully Detached Duplex With Bq,Magodo Phase 1 Ojodu Lagos,Ikeja,Detached Duplex,450000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,High
4 Bedroom Duplex,Highcastle Estate P&t Ipaja Lagos,Alimosho Axis,Duplex,200000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Fully Detached Duplex With Bq,Magodo Phase 1 Isheri Ojodu Lagos,Ikeja,Detached Duplex,420000000,5,,21/10/2025,18/02/2026,2025-10,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,Adeniyi Jones Ikeja Lagos,Ikeja,Detached Duplex,700000000,5,,21/10/2025,18/02/2026,2025-10,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos,Ikeja,Detached Duplex,800000000,5,,17/10/2025,18/02/2026,2025-10,Lagos,High
Block Of Flats,Ojodu Lagos,Ikeja,Block Of Flats,220000000,,,20/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Terraced Duplex,Opebi Ikeja Lagos,Ikeja,Terraced Duplex,340000000,5,,15/10/2025,18/02/2026,2025-10,Lagos,High
4 Bedroom Semi Detached Duplex,Maryland Lagos,Ikeja,Semi-Detached Duplex,260000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,High
Block 4 Flats,Ajao Estate Isolo Lagos,Isolo Axis,Flat,250000000,,,22/10/2025,18/02/2026,2025-10,Lagos,Low
7 Bedroom Mansion,Ikeja Gra Ikeja Lagos,Ikeja,House,1800000000,7,,22/10/2025,18/02/2026,2025-10,Lagos,High
3 Bedroom Semi Detached Duplex,Kay Farm Estate Ogba Lagos,Ikeja,Semi-Detached Duplex,140000000,3,,21/10/2025,18/02/2026,2025-10,Lagos,Low
2/3 Bedroom Maisonette With Bq,Surulere Lagos,Mainland,Maisonette,105000000,3,,20/10/2025,18/02/2026,2025-10,Lagos,Low
Block Of Flats,Ogba Lagos,Ikeja,Block Of Flats,300000000,,,16/10/2025,18/02/2026,2025-10,Lagos,High
New 5 Bedroom Terrace Duplex + Bq,Shonibare Estate Maryland Lagos,Ikeja,Terraced Duplex,380000000,5,,23/10/2025,18/02/2026,2025-10,Lagos,High
6 Bedroom Fully Detached Duplex With Bq,Omole Phase 1 Ojodu Lagos,Ikeja,Detached Duplex,850000000,6,,23/10/2025,18/02/2026,2025-10,Lagos,High
Block Of Flats,Kosofe Ikosi Lagos,Kosofe Axis,Block Of Flats,450000000,,,24/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 4 Bedroom Terraced Duplex With Bq,Ikeja Lagos,Ikeja,Terraced Duplex,250000000,4,,15/10/2025,18/02/2026,2025-10,Lagos,Low
4 Bedroom Semi Detached Duplex With Bq,Mende Maryland Lagos,Ikeja,Semi-Detached Duplex,280000000,4,,17/10/2025,18/02/2026,2025-10,Lagos,High
6 Bedroom Duplex,Orisunbare Alimosho Lagos,Alimosho Axis,Duplex,270000000,6,,21/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 4 Bedroom Duplex,Kay Farm Estate Ogba Lagos,Ikeja,Duplex,250000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Fully Detached Duplex With Bq,Opebi Ikeja Lagos,Ikeja,Detached Duplex,520000000,5,,16/10/2025,18/02/2026,2025-10,Lagos,High
4 Bedroom Semi Detached Duplex With Bq,"Off College Road, Ogba Lagos",Ikeja,Semi-Detached Duplex,250000000,4,,14/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedrooms Fully Detached Duplex,Ikeja Gra Ikeja Lagos,Ikeja,Detached Duplex,1200000000,5,,22/10/2025,18/02/2026,2025-10,Lagos,High
4 Bedroom Bungalow,Auwon Area Ojodu Lagos,Ikeja,Bungalow,65000000,4,,23/10/2025,18/02/2026,2025-10,Lagos,Low
Newly Built 3 Bedroom Flat,Allen Avenue Ikeja Lagos,Ikeja,Flat,185000000,3,,21/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Terrace Duplex + Bq,Shonibare Estate Maryland Lagos,Ikeja,Terraced Duplex,380000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,High
4 Bedroom Fully Detached Duplex With Bq,Omole Phase 1 Ojodu Lagos,Ikeja,Detached Duplex,500000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,High
3 Bedroom Flats,"Awuse Estate, Opebi Ikeja Lagos",Ikeja,Flat,155000000,3,,22/10/2025,18/02/2026,2025-10,Lagos,Low
Automated 4 Bedroom Fully Detached Duplex With Bq,Ikotun Igando Lagos,Alimosho Axis,Detached Duplex,450000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 4 Bedroom Duplex With Bq,Egbeda Alimosho Lagos,Alimosho Axis,Duplex,300000000,4,,21/10/2025,18/02/2026,2025-10,Lagos,High
4 Plots Of Land,"Facing Lagos Abeokuta Express Way, Abule Egba Lagos",Alimosho Axis,Land,1000000000,,,15/10/2025,18/02/2026,2025-10,Lagos,High
2 Storey Building,Satellite Town Amuwo Odofin Lagos,Festac/Ojo Axis,House,160000000,,,16/10/2025,18/02/2026,2025-10,Lagos,Low
2 Bedroom Apartment,Ikeja Lagos,Ikeja,Flat,190000000,2,,16/10/2025,18/02/2026,2025-10,Lagos,Low
4 Bedroom Fully Detached Duplex With Bq,Ajah Lagos,Ajah,Detached Duplex,220000000,4,,20/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Detached Duplex With Bq,Magodo Phase 2 Ojodu Lagos,Ikeja,Detached Duplex,500000000,5,,21/10/2025,18/02/2026,2025-10,Lagos,High
4 Bedroom Terrace Duplex,Ikota Lekki Lagos,Lekki,Terraced Duplex,145000000,4,,23/10/2025,18/02/2026,2025-10,Lagos,Low
Newly Built 6 Units Of 2 Bedroom Flat,Ojodu Lagos,Ikeja,Flat,220000000,2,,21/10/2025,18/02/2026,2025-10,Lagos,Low
Newly Built 4 Bedroom Terraced Duplex,Surulere Lagos,Mainland,Terraced Duplex,200000000,4,,15/10/2025,18/02/2026,2025-10,Lagos,Low
4 Bedroom Detached Bungalow,Magboro Ojodu Lagos,Ikeja,Bungalow,55000000,4,,16/10/2025,18/02/2026,2025-10,Lagos,Low
14 Units Of 2/3 Bedroom Apartment,Gbagada Lagos,Mainland,Apartment,600000000,3,,16/10/2025,18/02/2026,2025-10,Lagos,High
New 3 Bedroom Flat,Abule Egba Lagos,Alimosho Axis,Flat,70000000,3,,20/10/2025,18/02/2026,2025-10,Lagos,Low
Newly Built 4 Bedroom Semi Detached Duplex With Bq,Omole Phase 2 Ojodu Lagos,Ikeja,Semi-Detached Duplex,380000000,4,,20/10/2025,18/02/2026,2025-10,Lagos,High
3 Bedroom Flat,Alausa Ikeja Lagos,Ikeja,Flat,250000000,3,,22/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Fully Detached Duplex,Ikeja Gra Ikeja Lagos,Ikeja,Detached Duplex,1100000000,5,,22/10/2025,18/02/2026,2025-10,Lagos,High
6 Units Of 2 Bedroom Flat,Ikeja Lagos,Ikeja,Flat,450000000,2,,24/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 5 Bedroom Fully Detached Duplex With Bq,Ikeja Lagos,Ikeja,Detached Duplex,340000000,5,,17/10/2025,18/02/2026,2025-10,Lagos,High
5 Bedroom Semi Detached Duplex With Bq,Omole Phase 1 Ojodu Lagos,Ikeja,Semi-Detached Duplex,470000000,5,,17/10/2025,18/02/2026,2025-10,Lagos,High
5 Bedroom Fully Detached Duplex With 2 Bedroom Flat,Gemade Estate Egbeda Alimosho Lagos,Alimosho Axis,Detached Duplex,320000000,5,,21/10/2025,18/02/2026,2025-10,Lagos,High
Massive 4 Bedroom Detached Duplex With Bq,In An Estate Ikota Lekki Lagos,Lekki,Detached Duplex,260000000,4,4,16/02/2026,18/02/2026,2026-02,Lagos,High
Spacious 3 Bedroom Apartment,Ibeju Lekki Lagos,Lekki,Flat,45000000,3,3,19/11/2025,18/02/2026,2025-11,Lagos,Low
Spacious 4 Bedroom Semidetached Duplex With Bq,Lekki Palm City Ajah Lagos,Lekki,Detached Duplex,130000000,4,4,12/02/2026,18/02/2026,2026-02,Lagos,Low
3 Bedroom Terrace Duplex With Bq,Lagos Business School Axis Off Lekki Epe Expressway Ajah Lagos,Lekki,Terraced Duplex,90000000,3,3,13/02/2026,18/02/2026,2026-02,Lagos,Low
Spacious 4 Bedroom Semidetached Duplex With Pool,Ikota Lekki Lagos,Lekki,Detached Duplex,220000000,4,4,12/02/2026,18/02/2026,2026-02,Lagos,Low
Newly Built 2 Bedroom Terrace Duplex With Bq,Lekki Scheme 2 Ajah Lagos,Lekki,Terraced Duplex,110000000,2,2,12/02/2026,18/02/2026,2026-02,Lagos,Low
Contemporary 4 Bedroom Semidetached Duplex With Bq,Mobil Road Ikota Lekki Lagos,Lekki,Detached Duplex,150000000,4,4,12/02/2026,18/02/2026,2026-02,Lagos,Low
Contemporary 4 Bedroom Semidetached Duplex With Bq,Lekki Palm City Ajah Lagos,Lekki,Detached Duplex,140000000,4,4,12/02/2026,18/02/2026,2026-02,Lagos,Low
4 Bedroom Semi Detached Duplex With Bq,Ado Ajah Lagos,Ajah,Semi-Detached Duplex,150000000,4,4,13/11/2025,18/02/2026,2025-11,Lagos,Low
"Mini Estate,10 Units Of Furnished 3 Bedroom Flat",Hakeem Dickson Road Lekki Phase 1 Lekki Lagos,Lekki,Flat,4000000000,3,3,31/01/2026,18/02/2026,2026-01,Lagos,High
3 Bedroom Terrace Duplex,Ikate Lekki Lagos,Lekki,Terraced Duplex,175000000,3,4,29/01/2026,18/02/2026,2026-01,Lagos,Low
10 Units Of 1 Bedroom Apartment,Abijo Gra Ajah Lagos,Ajah,Flat,160000000,1,1,10/01/2026,18/02/2026,2026-01,Lagos,Low
5 Bedroom Semi Detached House,Old Ikoyi Ikoyi Lagos,Ikoyi,Detached Duplex,1395000000,5,5,16/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached House,"Buena Vista Estate, Orchid Road Orchid Lekki Lagos",Lekki,Detached Duplex,300000000,5,5,21/01/2026,18/02/2026,2026-01,Lagos,High
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Ikoyi,Flat,895000000,3,3,20/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,Harris Drive Vgc Lekki Lagos,Lekki,Detached Duplex,420000000,5,5,19/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Maisonette,Mojisola Onikoyi Estate Ikoyi Lagos,Ikoyi,Maisonette,1700000000,4,4,05/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached House With A Pool,Old Ikoyi Ikoyi Lagos,Ikoyi,Detached Duplex,2300000000,5,5,22/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built Three Bedroom Apartment With Bq,Off Freedom Way Lekki Lekki Phase 1 Lekki Lagos,Lekki,Flat,270000000,3,3,10/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built Three Bedroom Terrace With Bq,Ajah Lekki Lagos Off Lekki Epe Expressway Ajah Lagos,Lekki,House,105000000,3,3,05/02/2026,18/02/2026,2026-02,Lagos,Low
Well Built Four Bedroom Terrace House,Lekki Right Lekki Lagos Lekki Phase 1 Lekki Lagos,Lekki,Terraced Duplex,350000000,4,4,10/02/2026,18/02/2026,2026-02,Lagos,High
3 Bedroom Penthouse + Bq,Oniru Vi Oniru Victoria Island Lagos,Victoria Island,Penthouse,600000000,3,3,25/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos Banana Island Ikoyi Lagos,Ikoyi,Flat,1400000000,4,4,11/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built Luxury Two Bedroom Apartment,Lekki Right Lekki Lekki Phase 1 Lekki Lagos,Lekki,Flat,330000000,3,3,10/02/2026,18/02/2026,2026-02,Lagos,High
Contemporary 5 Bedroom Fully Detached Duplex,Parkview Estate Ikoyi Lagos,Ikoyi,Detached Duplex,3500000000,5,5,08/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Semi Detached Duplex With Bq,Idado Lekki Lagos,Lekki,Semi-Detached Duplex,250000000,4,4,23/12/2025,18/02/2026,2025-12,Lagos,Low
4 Bedroom Pent House + Bq,Oniru Vi Oniru Victoria Island Lagos,Victoria Island,Flat,1300000000,4,4,25/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Duplex,Old Ikoyi Lagos Old Ikoyi Ikoyi Lagos,Ikoyi,Duplex,1600000000,4,4,18/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built 4 Bedroom Detached Duplex With Bq,Vgc Lekki Lagos,Lekki,Detached Duplex,300000000,4,4,02/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built Four Bedrooms Semi Detached House,Ikota Villa Lekki Lekki Phase 2 Lekki Lagos,Lekki,Detached Duplex,140000000,4,4,15/02/2026,18/02/2026,2026-02,Lagos,Low
Luxury One Bedroom Apartment Available,Lekki Right Lekki Lekki Phase 1 Lekki Lagos,Lekki,Flat,220000000,1,1,10/02/2026,18/02/2026,2026-02,Lagos,Low
Contemporary 6 Bedroom Fully Detached Duplex,Banana Island Ikoyi Lagos,Ikoyi,Detached Duplex,4500000000,6,6,08/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built One Bedroom Apartment,Ologolo Lekki Lagos Ologolo Lekki Lagos,Lekki,Flat,110000000,1,1,02/02/2026,18/02/2026,2026-02,Lagos,Low
4 Bedroom Semi Detached House,Orchid Lekki Lagos Lekki Phase 2 Lekki Lagos,Lekki,Detached Duplex,200000000,4,4,15/01/2026,18/02/2026,2026-01,Lagos,Low
Newly Built Four Bedroom Terrace House,Adesanya Ajah Lekki Abraham Adesanya Estate Ajah Lagos,Lekki,Terraced Duplex,65000000,3,3,10/02/2026,18/02/2026,2026-02,Lagos,Low
Newly Built 5 Bedroom Fully Detached House With Bq,Ikoyi Lagos Parkview Estate Ikoyi Lagos,Ikoyi,Detached Duplex,1750000000,5,5,21/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Maisonette,Mojisola Onikoyi Estate Ikoyi Lagos,Ikoyi,Maisonette,2500000000,4,4,05/01/2026,18/02/2026,2026-01,Lagos,High
Petrol Station,Idimu/ikotun Road Alimosho Lagos,Alimosho Axis,Commercial Property,1400000000,,,26/01/2026,18/02/2026,2026-01,Lagos,High
864sqm Land,Off Admiralty Way Lekki Lagos,Lekki,Land,1100000000,,,22/01/2026,18/02/2026,2026-01,Lagos,High
Filling Station,Alimosho Lagos,Alimosho Axis,Commercial Property,1400000000,,,26/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Terrace Duplex With Bq,Yaba Lagos,Mainland,Terraced Duplex,210000000,4,,26/01/2026,18/02/2026,2026-01,Lagos,Low
3 Bedroom Terraced Duplex,Victoria Island Lagos,Victoria Island,Terraced Duplex,600000000,3,,22/01/2026,18/02/2026,2026-01,Lagos,High
2 Bedroom Apartment,Oniru Victoria Island Lagos,Victoria Island,Apartment,360000000,2,,22/01/2026,18/02/2026,2026-01,Lagos,High
1040sqm Of Land,Lekki Lagos,Lekki,Land,1500000000,,,26/01/2026,18/02/2026,2026-01,Lagos,High
529sqm Land With Structure,Lekki Phase 1 Lekki Lagos,Lekki,Land,900000000,,,22/01/2026,18/02/2026,2026-01,Lagos,High
Filling Station,Okota Road Isolo Lagos,Isolo Axis,Commercial Property,1800000000,,,26/01/2026,18/02/2026,2026-01,Lagos,High
3 Bedroom Apartment,Oniru Victoria Island Lagos,Victoria Island,Apartment,550000000,3,,22/01/2026,18/02/2026,2026-01,Lagos,High
Joint Venture Land Measuring 1040sqm,Lekki Phase 1 Lekki Lagos,Lekki,Land,100000000,,,27/01/2026,18/02/2026,2026-01,Lagos,Low
7 Bedroom Detached House,Balarabe Musa Crescent Victoria Island Lagos,Victoria Island,Detached Duplex,3000000000,7,,27/01/2026,18/02/2026,2026-01,Lagos,High
Modern Contemporary 5 Bed Semi Detached Duplex,Cowrie Creek Estate Ikate Lekki Lagos,Lekki,Semi-Detached Duplex,1000000000,4,4,03/02/2026,18/02/2026,2026-02,Lagos,High
Spacious 3 Bedroom Apartment Plus Bq,Ikate Lekki Lagos,Lekki,Flat,250000000,3,3,03/02/2026,18/02/2026,2026-02,Lagos,Low
A Contemporary 3 Bed Terrace Duplex,Lekki Phase 1 Lekki Lagos,Lekki,Terraced Duplex,600000000,3,3,04/02/2026,18/02/2026,2026-02,Lagos,High
Stunning 2 Bedroom Apartment Off Freedom Way,Lekki Phase 1 Lekki Lagos,Lekki,Flat,240000000,2,2,03/02/2026,18/02/2026,2026-02,Lagos,Low
