title,location,area_bucket,property_type,price,bedrooms,bathrooms,added_date,updated_date,month_posted,state,price_category
4 bedroom house for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,House,450000000,4,4,17/02/2026,17/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Chevron Toll Gate, Lekki, Lagos",Lekki,Detached Duplex,480000000,5,6,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Banana Island, Ikoyi, Lagos",Ikoyi,Flat,1200000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",Lekki,Terraced Duplex,470000000,4,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Chevron Toll-gate, Ikota, Lekki, Lagos",Lekki,Detached Duplex,250000000,4,4,22/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"1st Gate Igbokusu, Jakande, Lekki, Lagos",Lekki,Flat,90000000,2,2,03/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"1st Gate, Igbokusu, Jakande, Lekki, Lagos",Lekki,Detached Duplex,310000000,4,4,03/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Gbagada, Lagos",Mainland,Flat,85000000,2,2,20/02/2026,20/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,Flat,185000000,2,2,23/12/2024,20/02/2026,2024-12,Lagos,Low
4 bedroom semi-detached duplex for sale,"Orchid Road, Lekki, Lagos",Lekki,Semi-Detached Duplex,160000000,4,4,22/02/2026,23/02/2026,2026-02,Lagos,Low
3 bedroom detached bungalow for sale,"Off Lekki-epe Express Way, Eleko, Ibeju Lekki, Lagos",Lekki,Bungalow,75000000,3,3,10/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Surulere, Lagos",Mainland,Semi-Detached Duplex,295000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Ajah, Lekki Phase 2, Lekki, Lagos",Lekki,Detached Duplex,300000000,5,5,22/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"In A Serene And Secured Estate, Adeniyi Jones, Ikeja, Lagos",Ikeja,Detached Duplex,470000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
Self contain (single rooms) for sale,"A Minute Away From The University Of Lagos, Akoka, Yaba, Lagos",Mainland,Self Contained,52000000,,1,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom flat / apartment for sale,"Agungi, Lekki, Lagos",Lekki,Flat,160000000,3,3,20/01/2026,20/01/2026,2026-01,Lagos,Low
5 bedroom semi-detached duplex for sale,"Ikate, Lekki, Lagos",Lekki,Semi-Detached Duplex,320000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
Self contain (single rooms) for sale,"Few Minutes Away From The Lagos National Stadium, Aguda, Surulere, Lagos",Mainland,Self Contained,45000000,,1,22/02/2026,22/02/2026,2026-02,Lagos,Low
Block of flats for sale,"Unilag, University Road, Akoka, Yaba, Lagos",Mainland,Block Of Flats,52000000,,1,19/02/2026,19/02/2026,2026-02,Lagos,Low
1 bedroom mini flat (room and parlour) for sale,"Victoria Island Extension, Victoria Island (VI), Lagos",Victoria Island,Mini Flat,170000000,1,2,31/05/2025,22/02/2026,2025-05,Lagos,Low
Residential land for sale,"Orange Island, Orange Island, Lekki, Lagos",Lekki,Land,750000000,,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"Chevron Toll-gate, Lekki, Lagos",Lekki,Semi-Detached Duplex,250000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
Warehouse for sale,"Along Burma Road,, Apapa, Lagos",Apapa,Commercial Property,5000000000,,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",Lekki,Detached Duplex,170000000,4,5,17/12/2025,18/12/2025,2025-12,Lagos,Low
3 bedroom flat / apartment for sale,"Ajao Estate, Anthony, Maryland, Lagos",Isolo Axis,Flat,160000000,3,,02/02/2026,03/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"A Well Finished Home Offering Security, Comfort And Premium Living, Lekki Phase 1, Lekki, Lagos",Lekki,Terraced Duplex,470000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom block of flats for sale,"J Zone Waterfront, Banana Island, Ikoyi, Lagos",Ikoyi,Block Of Flats,1200000000,3,4,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Area 8 Opic Estate, Agbara-Igbesa, Lagos",Isheri/OPIC Axis,Detached Duplex,90000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Ologolo, Lekki, Lagos",Lekki,Detached Duplex,470000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Ologolo, Lekki, Lagos",Lekki,Flat,130000000,2,,22/02/2026,22/02/2026,2026-02,Lagos,Low
1 bedroom flat / apartment for sale,"Ologolo, Lekki, Lagos",Lekki,Flat,60000000,1,,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom detached bungalow for sale,"Solace City Bungalow Off Lekki Epe Express Way, Eleranigbe, Ibeju Lekki, Lagos",Lekki,Bungalow,69000000,3,4,11/01/2026,23/02/2026,2026-01,Lagos,Low
Residential land for sale,"Victoria Garth Castle Located Inside Victoria Garden City, VGC, Lekki, Lagos",Lekki,Land,195000000,,,20/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Ikate, Lekki, Lagos",Lekki,Semi-Detached Duplex,380000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
Mixed-use land for sale,"Iju, Ikeja, Lagos",Ikeja,Land,3000000000,,,22/02/2026,23/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"A Perfect Blend Of Luxury, Comfort & Elegance In Prime Lekki Location, Ajah, Lagos",Lekki,Detached Duplex,450000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"Gbagada, Lagos",Mainland,Semi-Detached Duplex,340000000,4,5,22/02/2026,22/02/2026,2026-02,Lagos,High
Mixed-use land for sale,"Location: Church Street, Alapere, Ketu, Lagos, Alapere, Ketu, Lagos",Mainland,Land,120000000,,,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"Behind Dideolu Estate, Ogba, Ikeja, Lagos",Ikeja,Detached Duplex,185000000,4,,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"GRA Phase 1, Magodo, Lagos",Ikeja,Detached Duplex,450000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"Clarence Gate, Banana Island, Ikoyi, Lagos",Ikoyi,Semi-Detached Duplex,1700000000,4,4,09/11/2025,08/02/2026,2025-11,Lagos,High
3 bedroom detached bungalow for sale,"Baba Adisa, Ibeju Lekki, Lagos",Lekki,Bungalow,50000000,3,,22/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom semi-detached duplex for sale,"Fagba, Agege, Lagos",Alimosho Axis,Semi-Detached Duplex,50000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
18 bedroom block of flats for sale,"Liberty Estate, Isolo, Lagos",Isolo Axis,Block Of Flats,450000000,18,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Orchid, Lekki, Lekki, Lagos",Lekki,Terraced Duplex,130000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Thera Annex, Sangotedo, Ajah, Lagos",Ajah,Detached Duplex,150000000,5,6,09/08/2025,23/02/2026,2025-08,Lagos,Low
1 bedroom flat / apartment for sale,"Yaba, Lagos",Mainland,Flat,120000000,1,1,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom detached bungalow for sale,"Baba Adisa Busstop, Ibeju Lekki, Lagos",Lekki,Bungalow,50000000,3,3,16/02/2026,18/02/2026,2026-02,Lagos,Low
Residential land for sale,"Key Haven City ( Beachfront) Eko Akete, Abijo, Lekki, Lagos",Lekki,Land,48000000,,,09/08/2025,23/02/2026,2025-08,Lagos,Low
Mixed-use land for sale,"Carribean Lake Estate,shoprite, Sangotedo, Ajah, Lagos",Ajah,Land,60000000,,,11/08/2025,23/02/2026,2025-08,Lagos,Low
4 bedroom house for sale,"London Estate, Ipaja, Lagos",Alimosho Axis,House,95000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,Low
Residential land for sale,"Genesis Court Phase 2, Badore, Ajah, Lagos",Ajah,Land,66000000,,,12/08/2025,23/02/2026,2025-08,Lagos,Low
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,350000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,High
Lovely 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Lekki,Apartment,350000000,2,2,03/02/2026,18/02/2026,2026-02,Lagos,High
Spaciously Built 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Lekki,Apartment,350000000,2,2,05/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 2 Bedroom Apartment With Elevator,Lekki Phase 1 Lekki Lagos,Lekki,Flat,350000000,2,2,11/02/2026,18/02/2026,2026-02,Lagos,High
"New 2 Bedroom Apartment With Pool,solar",Lekki Phase 1 Lekki Lagos,Lekki,Flat,350000000,2,2,05/02/2026,18/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Detached Duplex,1400000000,5,5,02/02/2026,22/02/2026,2026-02,Lagos,High
Newly Built T Bed Detach Duplex Lekki Phase 1,Lekki Phase 1 Lekki Lagos,Lekki,Duplex,1400000000,5,5,18/02/2026,18/02/2026,2026-02,Lagos,High
5 bedroom house for sale,"Ikoyi, Lagos",Ikoyi,House,3500000000,5,5,04/02/2026,21/02/2026,2026-02,Lagos,High
5 Bedroom Fully Detached Duplex,Ikoyi Lagos,Ikoyi,Detached Duplex,3500000000,5,5,23/01/2026,18/02/2026,2026-01,Lagos,High
Beautiful 5 Bedroom Detached Duplex,Ikoyi Lagos,Ikoyi,Detached Duplex,3500000000,5,5,03/02/2026,18/02/2026,2026-02,Lagos,High
5 bedroom house for sale,"Ikoyi, Lagos",Ikoyi,House,3200000000,5,5,04/02/2026,21/02/2026,2026-02,Lagos,High
3 bedroom house for sale,"Ikoyi, Lagos",Ikoyi,House,1500000000,3,4,04/02/2026,21/02/2026,2026-02,Lagos,High
4 bedroom detached bungalow for sale,"Solace City, Eleranigbe, Ibeju Lekki, Lagos",Lekki,Bungalow,85000000,4,4,10/02/2026,21/02/2026,2026-02,Lagos,Low
3 bedroom detached bungalow for sale,"Solace City, Eleranigbe, Ibeju Lekki, Lagos",Lekki,Bungalow,69000000,3,4,10/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,200000000,2,2,15/02/2026,22/02/2026,2026-02,Lagos,Low
Residential land for sale,"Inside Vgc Estate Lekki, VGC, Lekki, Lagos",Lekki,Land,195000000,,,18/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Orchid Road, Lekki Phase 2, Lekki, Lagos",Lekki,Semi-Detached Duplex,200000000,4,4,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Oregun, Ikeja, Lagos",Ikeja,Terraced Duplex,300000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",Lekki,Detached Duplex,250000000,4,4,28/12/2025,08/02/2026,2025-12,Lagos,Low
5 bedroom detached duplex for sale,"Dolphin Estate, Ikoyi, Lagos",Ikoyi,Detached Duplex,580000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom detached bungalow for sale,"Ajah, Lagos",Ajah,Bungalow,70000000,3,,21/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,280000000,2,3,21/02/2026,22/02/2026,2026-02,Lagos,High
Mixed-use land for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Land,4500000000,,,22/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Little Road Sabo, Yaba, Lagos",Mainland,Flat,155000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Atlantic View Estate Lekki, Lekki, Lagos",Lekki,Detached Duplex,260000000,5,6,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Opebi, Ikeja, Lagos",Ikeja,Terraced Duplex,380000000,4,5,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom semi-detached duplex for sale,"Ikeja, Lagos",Ikeja,Semi-Detached Duplex,370000000,3,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Victoria Island (VI), Lagos",Victoria Island,Terraced Duplex,800000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"Ocean Bay Estate Orchid, Ikota, Lekki, Lagos",Lekki,Semi-Detached Duplex,200000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom flat / apartment for sale,"Victoria Island (VI), Lagos",Victoria Island,Flat,750000000,3,,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,450000000,5,,22/02/2026,22/02/2026,2026-02,Lagos,High
For sale: Outstanding Luxury 5 Bed Fully Detached Duplex,Chevron Lekki Lagos,Lekki,Detached Duplex,450000000,5,,08/11/2025,18/02/2026,2025-11,Lagos,High
5 Bedroom Smart Home,Chevron Lekki Lagos,Lekki,House,450000000,5,,14/01/2026,18/02/2026,2026-01,Lagos,High
3 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos",Lekki,Terraced Duplex,150000000,3,3,20/02/2026,23/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Chevron Estate, Lekki, Lagos",Lekki,Detached Duplex,450000000,5,,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,520000000,5,,22/02/2026,22/02/2026,2026-02,Lagos,High
Residential land for sale,"Maryland Estate, By Shonibare Estate, Maryland, Lagos",Ikeja,Land,500000000,,,22/02/2026,23/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,300000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,High
Beautiful Luxury Serviced 2 Apartment With Bq,Lekki Phase 1 Lekki Lagos,Lekki,Apartment,300000000,2,2,04/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 2 Bed Apartment For Sale Lekki Phase 1,Lekki Phase 1 Lekki Lagos,Lekki,Flat,300000000,2,2,15/02/2026,18/02/2026,2026-02,Lagos,High
Residential land for sale,"Lakeview Park 2, Orchid Road, Lekki, Lagos",Lekki,Land,185000000,,,04/02/2026,22/02/2026,2026-02,Lagos,Low
1 bedroom mini flat (room and parlour) for sale,"Lekky County, Ikota, Lekki, Lagos",Lekki,Mini Flat,65000000,1,2,06/02/2026,22/02/2026,2026-02,Lagos,Low
Residential land for sale,"Eden Garden, Ajah, Lagos",Ajah,Land,85000000,,,13/02/2026,22/02/2026,2026-02,Lagos,Low
1 bedroom mini flat (room and parlour) for sale,"A Cashflow Producing Investment Located A Minute Drive From Unilag, Akoka, Yaba, Lagos",Mainland,Mini Flat,85000000,1,1,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",Lekki,Terraced Duplex,110000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom block of flats for sale,"Ikate, Ikate, Lekki, Lagos",Lekki,Block Of Flats,180000000,2,3,22/02/2026,22/02/2026,2026-02,Lagos,Low
Residential land for sale,"Chevron, Lekki, Lagos",Lekki,Land,250000000,,,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Ojodu Berger, Ojodu, Lagos",Ikeja,Detached Duplex,380000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
Land for sale,"Chevron Drive, Lekki, Lagos",Lekki,Land,117000000,,,09/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Surulere, Lagos",Mainland,Terraced Duplex,250000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Gbagada, Lagos",Mainland,Flat,89000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom semi-detached duplex for sale,"Lekki Garden Phase One, Abraham Adesanya, Ajah, Lagos",Lekki,Semi-Detached Duplex,100000000,3,,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Gbagada, Lagos",Mainland,Semi-Detached Duplex,250000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Off Adeola Odeku, Victoria Island (VI), Lagos",Victoria Island,Flat,380000000,2,2,13/03/2024,19/02/2026,2024-03,Lagos,High
4 bedroom semi-detached duplex for sale,"Gbagada, Lagos",Mainland,Semi-Detached Duplex,330000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
Commercial land for sale,"Facing Lekkiaepe Expressway (beside Chevy View Estate Gate), Lekki, Lagos",Lekki,Land,1200000000,,,22/02/2026,23/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Ikoyi, Lagos",Ikoyi,Detached Duplex,1600000000,5,5,20/02/2026,20/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",Ikoyi,Detached Duplex,4500000000,5,5,20/02/2026,20/02/2026,2026-02,Lagos,High
4 bedroom flat / apartment for sale,"Banana Island, Ikoyi, Lagos",Ikoyi,Flat,1700000000,4,,20/02/2026,20/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Orchid Road, Lekki Phase 2, Lekki, Lagos",Lekki,Detached Duplex,400000000,4,4,22/02/2026,23/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Ikoyi, Lagos",Ikoyi,Detached Duplex,4500000000,5,5,20/02/2026,20/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,Terraced Duplex,1200000000,4,,21/02/2026,21/02/2026,2026-02,Lagos,High
Residential land for sale,"Dideolu Ask Bencom Homes, Oniru, Victoria Island (VI), Lagos",Victoria Island,Land,630000000,,,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Ikate Elegushi, Lekki, Lagos",Lekki,Flat,300000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,High
Residential land for sale,"Royal Garden Estate, Ajah, Lagos",Ajah,Land,300000000,,,05/02/2026,22/02/2026,2026-02,Lagos,High
Warehouse for sale,"Ogba Industrial., Ogba, Ikeja, Lagos",Ikeja,Commercial Property,4500000000,,,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Detached Duplex,670000000,5,5,06/02/2026,22/02/2026,2026-02,Lagos,High
Land for sale,"Victory Park Estate Osapa London, Osapa, Lekki, Lagos",Lekki,Land,410000000,,,09/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",Lekki,Terraced Duplex,340000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,250000000,2,2,20/01/2026,22/02/2026,2026-01,Lagos,Low
Luxury 2 Bedroom Apartment With Elevator,Lekki Phase 1 Lekki Lagos,Lekki,Flat,250000000,2,2,05/02/2026,18/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Orchid, Lekki, Lagos",Lekki,Terraced Duplex,130000000,4,4,20/02/2026,20/02/2026,2026-02,Lagos,Low
Mixed-use land for sale,"Anifowoshe Ikeja Easy Access From Oba Akran Or Awolowo Way, Ikeja., Ikeja, Lagos",Ikeja,Land,250000000,,,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom house for sale,"Oasic Estate, Maryland, Lagos",Ikeja,House,580000000,4,,23/01/2026,23/01/2026,2026-01,Lagos,High
6 bedroom detached duplex for sale,"Victoria Island (VI), Lagos",Victoria Island,Detached Duplex,1600000000,6,,22/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Ikate Elegushi, Lekki, Lagos",Lekki,Flat,180000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom block of flats for sale,"Victoria Island (VI), Lagos",Victoria Island,Block Of Flats,350000000,2,2,22/02/2026,23/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Ikate, Lekki, Lagos",Lekki,Flat,180000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"Orchid, Lekki, Lagos",Lekki,Detached Duplex,220000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
For sale: Luxurious 4 Bedroom Terrace With Bq,Orchid Lekki Lagos,Lekki,House,220000000,4,4,13/10/2025,18/02/2026,2025-10,Lagos,Low
5 bedroom detached duplex for sale,"Ajah, Lagos",Ajah,Detached Duplex,300000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
For sale: 5 Bedroom Fully Detached Duplex In Ajah,Ajah Lagos,Ajah,Detached Duplex,300000000,5,5,21/10/2025,18/02/2026,2025-10,Lagos,High
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",Lekki,Semi-Detached Duplex,180000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom block of flats for sale,"Ikota, Lekki Phase 2, Lekki, Lagos",Lekki,Block Of Flats,95000000,3,3,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom detached bungalow for sale,"Macaulay Bus Stop, Igbogbo, Ikorodu, Lagos",Ikorodu,Bungalow,26000000,4,4,07/11/2025,22/02/2026,2025-11,Lagos,Low
Residential land for sale,"Olufemi Area, Ogombo, Ajah, Lagos",Ajah,Land,50000000,,,07/11/2025,22/02/2026,2025-11,Lagos,Low
2 bedroom terraced duplex for sale,"Bashorun Okunsanya Avenue Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Lekki,Terraced Duplex,400000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Victoria Island (VI), Lagos",Victoria Island,Flat,650000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom terraced duplex for sale,"Ikota, Ikota, Lekki, Lagos",Lekki,Terraced Duplex,80000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Carlton Gate Environs, Chevron Lekki, Lekki, Lagos",Lekki,Detached Duplex,350000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Maryland, Lagos",Ikeja,Terraced Duplex,320000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Osborne, Ikoyi, Lagos",Ikoyi,Flat,290000000,2,2,29/01/2026,22/02/2026,2026-01,Lagos,High
5 bedroom detached duplex for sale,"VGC, Lekki, Lagos",Lekki,Detached Duplex,800000000,5,5,03/02/2026,03/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"Osapa London, Osapa, Lekki, Lagos",Lekki,Semi-Detached Duplex,350000000,4,4,09/02/2026,09/02/2026,2026-02,Lagos,High
3 bedroom terraced duplex for sale,"Ibeju Lekki Lagos, Ibeju Lekki, Lagos",Lekki,Terraced Duplex,85000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,450000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
5 Bedroom Fully Detached Duplex With Bq,Chevron Lekki Lagos,Lekki,Detached Duplex,450000000,5,5,12/01/2026,18/02/2026,2026-01,Lagos,High
4 bedroom detached duplex for sale,"Lekki County Home, Ikota, Lekki, Lagos",Lekki,Detached Duplex,340000000,4,4,21/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Ajah, Lagos",Ajah,Detached Duplex,170000000,4,4,13/02/2026,13/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Cowrie Creek Estate, Ikate, Lekki, Lagos",Lekki,Detached Duplex,2300000000,5,5,13/02/2026,13/02/2026,2026-02,Lagos,High
Contemporary 5 Bedroom Mansion,Cowrie Creek Estate Ikate Lekki Lagos,Lekki,House,2300000000,5,5,12/02/2026,18/02/2026,2026-02,Lagos,High
3 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,180000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos, Lekki, Lagos",Lekki,Detached Duplex,450000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",Lekki,Semi-Detached Duplex,195000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Ologolo, Ologolo, Lekki, Lagos",Lekki,Detached Duplex,450000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos, Lekki, Lagos",Lekki,Detached Duplex,5000000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Sangotedo, Sangotedo, Ajah, Lagos",Ajah,Detached Duplex,160000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom house for sale,"Governor Road, Ikotun, Lagos",Alimosho Axis,House,150000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,350000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
4 Bedroom Fully Detached Duplex With Bq,Chevron Lekki Lagos,Lekki,Detached Duplex,350000000,4,4,13/01/2026,18/02/2026,2026-01,Lagos,High
5 bedroom detached duplex for sale,"Chevron Toll Gate , Lekki, Lagos, Lekki, Lagos",Lekki,Detached Duplex,450000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"New Road Opposite Chevron Lekki Lagos, Lekki, Lagos",Lekki,Semi-Detached Duplex,200000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"New Road Opposite Chevron Lekki Lagos, Lekki, Lagos",Lekki,Detached Duplex,350000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
Land for sale,"Acacia Drive, Osborne, Ikoyi, Lagos",Ikoyi,Land,5500000000,,,20/02/2026,21/02/2026,2026-02,Lagos,High
